"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"tawana grover","3100016","2016-2021","ne","Grand Island Public Schools","Tawana Grover","1906540","2023-2024","ia","Cedar Rapids Comm School District","Tawana Grover"
"teresa ragsdale","507410","2010-2014","ar","Hartford School District","RAGSDALE, TERESA F.","605010","2022","ca","Big Valley Joint Unified","Teresa Ragsdale"
"teresa russell","4701770","2012-2015","tn","Haywood County","Ms. Teresa Russell","4820520","2023-2024","tx","Gause Isd","Teresa Russell"
"terrence scandrett","2916230","2003","mo","Jefferson Co. R-Vii","TERRENCE SCANDRETT","1700103","2006-2011","il","New Holland-Middletown Ed 88","TERRENCE G SCANDRETT"
"terry barker","1733870","2003-2005","il","River Trails School Dist 26","DR TERRY E BARKER ","1811910","2010","in","Union-North United School Corp","Dr Terry Barker"
"terry hamilton","4835340","2001-2007, 2009","tx","Poolville Isd","Terry Hamilton","2923760","2008, 2011-2019","mo","North Pemiscot Co. R-I","TERRY HAMILTON"
"terry hazard","1931920","2004-2007","ia","Woodbine Comm School District","Terry L Hazard","3105280","2008-2011","ne","Cody-Kilgore Public Schs","TERRY HAZARD"
"terry hazard","1931920","2004-2007","ia","Woodbine Comm School District","Terry L Hazard","3172210","2009-2011","ne","Hyannis Area Schools","TERRY HAZARD"
"terry hemann","5509660","2008-2010","wi","Mineral Point School District","Terry Hemann","1926910","2011-2020, 2023-2024","ia","Spencer","Terry Hemann"
"terry martin","3904517","2006-2013","oh","Zanesville City","Terry M. Martin","4111970","2021-2023","or","Sweet Home SD 55","Terry Martin"
"terry stevens","4011430","2012-2015","ok","Fargo","Terry Stevens","4807500","2024","tx","Adrian Isd","Terry Stevens"
"terry stevens","4011430","2012-2015","ok","Fargo","Terry Stevens","4816320","2022","tx","Darrouzett Isd","Terry Stevens"
"terry stevens","4011430","2012-2015","ok","Fargo","Terry Stevens","4822850","2017-2018","tx","Hedley Isd","Terry Stevens"
"terry wolfe","623820","2008","ca","Maricopa Unified","Terry Wolfe","2908490","2011","mo","Osage Co. R-I","TERRY WOLFE"
"terry zink","4810830","2012-2015","tx","Booker Isd","Terry Zink","4008940","2022-2023","ok","Coyle","Terry Zink"
"theresa rouse","619680","2010-2013","ca","King City Union","Theresa Rouse","1720580","2017-2023","il","Joliet Psd 86","Dr. Theresa R Rouse"
"thomas anderson","2905820","2008-2009","mo","Braymer C-4","THOMAS ANDERSON","901260","2023","ct","East Hartford School District","thomas anderson"
"thomas anderson","4838970","1993-1995","tx","San Marcos Cons Isd","Thomas Anderson","2905820","2008-2009","mo","Braymer C-4","THOMAS ANDERSON"
"thomas anderson","4838970","1993-1995","tx","San Marcos Cons Isd","Thomas Anderson","901260","2023","ct","East Hartford School District","thomas anderson"
"thomas bailey","3100011","2015-2017","ne","Broken Bow Public Schools","Thomas Bailey","3910011","2016-2023","oh","Washington Court House City","Thomas S. Bailey"
"thomas bailey","4703240","2011","tn","Oak Ridge","Dr. Thomas Bailey","3100011","2015-2017","ne","Broken Bow Public Schools","Thomas Bailey"
"thomas bailey","4703240","2011","tn","Oak Ridge","Dr. Thomas Bailey","3910011","2016-2023","oh","Washington Court House City","Thomas S. Bailey"
"thomas challender","2929470","2009-2010","mo","Stet R-Xv","Thomas Challender","1301920","2011-2013","ga","Early County","THOMAS CHALLENDER"
"thomas cox","505500","2007-2010","ar","Dumas School District","COX, THOMAS H.","3617970","2011","ny","Lyndonville Csd","Mr. Thomas Cox"
"thomas cox","505500","2007-2010","ar","Dumas School District","COX, THOMAS H.","3618960","2016","ny","Medina Csd","THOMAS COX"
"thomas cox","505500","2007-2010","ar","Dumas School District","COX, THOMAS H.","3621450","2015","ny","Dalton-Nunda Csd (Keshequa)","Mr. Thomas A Cox"
"thomas cox","505500","2007-2010","ar","Dumas School District","COX, THOMAS H.","3629940","2012","ny","Warsaw Csd","Mr. Thomas Cox"
"thomas forcella","901800","2007-2010","ct","Guilford School District","thomas a. forcella","3700720","2011-2015","nc","Chapel Hill-Carrboro City Schools","Thomas Forcella"
"thomas hagler","4843470","1992-1995","tx","Tyler Isd","Thomas Hagler","1303240","2006","ga","Lanier County","HAGLER, THOMAS E."
"thomas hagler","4843470","1992-1995","tx","Tyler Isd","Thomas Hagler","1303390","1999-2001","ga","Lowndes County","HAGLER, THOMAS E"
"thomas hoskins","4845690","1994-1995","tx","Whitharral Isd","Thomas Hoskins","640680","2019-2022","ca","Vallecito Union","Thomas Hoskins"
"thomas hunter","1804080","2010, 2012, 2014-2024","in","Greensburg Community Schools","Mr Tom Hunter","4811640","2016-2018","tx","Brownsboro Isd","Thomas Hunter"
"thomas hunter","1804080","2010, 2012, 2014-2024","in","Greensburg Community Schools","Mr Tom Hunter","4838400","2012-2015","tx","S And S Cisd","Thomas Hunter"
"thomas jones","4842810","1998-2007","tx","Tidehaven Isd","Thomas Jones","636780","2017","ca","Sierra-Plumas Joint Unified","Thomas Jones"
"thomas knight","4203510","2008-2010","pa","Bethel Park SD","THOMAS KNIGHT","4819170","2022","tx","Ferris Isd","Thomas Knight"
"thomas little","3705070","2009-2010","nc","Yancey County Schools","Thomas Little","1808820","2010, 2012, 2014-2016","in","M S D Perry Township","Dr Thomas Little"
"thomas long","4832970","1990-2008","tx","North Hopkins Isd","Thomas Long","1736810","2004-2008","il","Burbank School District 111","DR THOMAS R LONG  "
"thomas moore","904920","2014-2021","ct","West Hartford School District","mr. thomas moore","1728530","2022-2023","il","Niles Twp Hsd 219","Mr. Thomas Moore"
"thomas palmer","3628890","2010-2018","ny","Tri-Valley Csd","Mr. Thomas W Palmer","2623910","2014","mi","Millington","Thomas Palmer"
"thomas parker","2612930","2014-2015","mi","Ecorse","Thomas Parker","4202280","2017-2020","pa","Allentown City SD","THOMAS PARKER"
"thomas phillips","4819740","1990-2003","tx","Franklin Isd","Thomas Phillips","3630240","2010-2017","ny","Watkins Glen Csd","Mr. Thomas J Phillips"
"thomas price","1301410","1999-2006","ga","Columbia County","PRICE,THOMAS A","4808230","2005","tx","Anderson-Shiro Cisd","Thomas Price"
"thomas price","1301410","1999-2006","ga","Columbia County","PRICE,THOMAS A","4810710","2017-2023","tx","Boerne Isd","Thomas Price"
"thomas price","1301410","1999-2006","ga","Columbia County","PRICE,THOMAS A","4839630","2006","tx","Sealy Isd","Thomas Price"
"thomas price","1301410","1999-2006","ga","Columbia County","PRICE,THOMAS A","4841070","2007-2011","tx","Splendora Isd","Thomas Price"
"thomas smith","3407530","2011-2017, 2019-2021","nj","Hopewell Valley Regional School District","Thomas Smith","4218840","2021-2024","pa","Pennsbury SD","THOMAS SMITH"
"thomas taylor","1804350","2014-2017","in","Hanover Community School Corp","Thomas Taylor","5103660","2022-2023","va","Stafford County Public Schools","Dr. Thomas W Taylor"
"thomas taylor","3904759","2010-2016","oh","Patrick Henry Local","Thomas L. Taylor","1804350","2014-2017","in","Hanover Community School Corp","Thomas Taylor"
"thomas taylor","3904759","2010-2016","oh","Patrick Henry Local","Thomas L. Taylor","5103660","2022-2023","va","Stafford County Public Schools","Dr. Thomas W Taylor"
"thomas tucker","2913800","2010-2013","mo","Hayti R-Ii","THOMAS TUCKER","3904426","2012-2013","oh","Lorain City","Thomas E. Tucker"
"thomas tucker","2913800","2010-2013","mo","Hayti R-Ii","THOMAS TUCKER","3904467","2014-2016","oh","Princeton City","Thomas S. Tucker"
"thomas tucker","2913800","2010-2013","mo","Hayti R-Ii","THOMAS TUCKER","3904513","2011-2013","oh","Worthington City","Thomas S. Tucker"
"thomas tucker","2913800","2010-2013","mo","Hayti R-Ii","THOMAS TUCKER","3904565","2015","oh","Wellington Exempted Village","Thomas E. Tucker"
"thomas white","4702580","2011-2012","tn","Madison County","Mr. Thomas White","2600986","2014-2015","mi","American International Academy","Thomas White"
"tiffany anderson","2916290","2013-2016","mo","Jennings","TIFFANY ANDERSON","2012260","2016-2018, 2021-2024","ks","Topeka Public Schools","Anderson, Tiffany Dr"
"tim smith","1732670","2006-2014, 2017-2020","il","Princeton Esd 115","TIM SMITH","625980","2008-2010","ca","Mother Lode Union Elementary","Tim Smith"
"tim taylor","691002","2010-2016","ca","Butte County Office Of Education","Tim Taylor","2929910","2015-2016","mo","Taneyville R-Ii","TIM TAYLOR"
"tim wilson","2608070","2014-2015","mi","Carrollton","Tim Wilson","4105760","2017-2018, 2020","or","Central Curry SD 1","Tim Wilson"
"timothy glover","638640","2012","ca","Sweetwater Union High","Timothy Glover","4828590","2012-2017","tx","Luling Isd","Timothy Glover"
"timothy glover","638640","2012","ca","Sweetwater Union High","Timothy Glover","4843320","2018-2021","tx","Tulia Isd","Timothy Glover"
"timothy hoffman","3174200","2001-2002","ne","Conestoga Public Schools","TIMOTHY HOFFMAN","1903150","2004-2007","ia","Adel-Desoto-Minburn Comm School District","Timothy G. Hoffman"
"timothy rehm","3608430","2010-2012","ny","Cornwall Csd","Mr. Timothy J Rehm","3407710","2016-2017, 2019-2024","nj","Island Heights School District","Timothy Rehm"
"timothy rehm","3608430","2010-2012","ny","Cornwall Csd","Mr. Timothy J Rehm","3410710","2014-2015","nj","Moorestown Township Public School District","Timothy Rehm"
"timothy ricker","1707290","2006-2010","il","Lemont-Bromberek Csd 113a","DR TIMOTHY A RICKER","2926850","2022","mo","Rockwood R-Vi","TIMOTHY RICKER"
"timothy ryan","2906120","2016-2024","mo","Dallas Co. R-I","TIM RYAN","3603810","2016-2024","ny","Bainbridge-Guilford Csd","TIMOTHY RYAN"
"timothy scott","4212840","2015-2020","pa","Kiski Area SD","TIMOTHY SCOTT","1301620","2018-2023","ga","Dalton Public Schools","SCOTT,TIMOTHY DAVID"
"timothy shafer","3100011","2001-2009","ne","Broken Bow Public Schools","TIMOTHY SHAFER","2003180","2010-2011","ks","Abilene","Shafer, Tim"
"timothy smith","611760","2013","ca","Earlimart Elementary","Timothy Smith","1200510","2021-2022","fl","Escambia","SMITH, TIMOTHY"
"timothy smith","611760","2013","ca","Earlimart Elementary","Timothy Smith","1800150","2018-2019","in","Anderson Community School Corp","Timothy Smith"
"timothy smith","611760","2013","ca","Earlimart Elementary","Timothy Smith","1803300","2014","in","Elwood Community School Corp","Timothy Smith"
"timothy taylor","1903540","2010-2017","ia","Ames","Timothy Taylor","1801050","2018-2024","in","Brownstown Cnt Com Sch Corp","Tim Taylor"
"timothy taylor","1903540","2010-2017","ia","Ames","Timothy Taylor","1804800","2016-2017","in","Jac-Cen-Del Community Sch Corp","Timothy Taylor"
"timothy taylor","2914550","2007-2014","mo","Hollister R-V","TIMOTHY TAYLOR","1801050","2018-2024","in","Brownstown Cnt Com Sch Corp","Tim Taylor"
"timothy taylor","2914550","2007-2014","mo","Hollister R-V","TIMOTHY TAYLOR","1804800","2016-2017","in","Jac-Cen-Del Community Sch Corp","Timothy Taylor"
"timothy taylor","2914550","2007-2014","mo","Hollister R-V","TIMOTHY TAYLOR","1903540","2010-2017","ia","Ames","Timothy Taylor"
"timothy williams","3904908","2011-2023","oh","Logan Elm Local","Timothy L. Williams","4226130","2017","pa","Westmont Hilltop SD","Timothy Williams"
"timothy williams","3904908","2011-2023","oh","Logan Elm Local","Timothy L. Williams","4226850","2018-2021","pa","York Suburban SD","Timothy Williams"
"timothy williams","4800122","1999, 2001-2009","tx","Houston H S For Business","Timothy Williams","3904908","2011-2023","oh","Logan Elm Local","Timothy L. Williams"
"timothy williams","4800122","1999, 2001-2009","tx","Houston H S For Business","Timothy Williams","4226130","2017","pa","Westmont Hilltop SD","Timothy Williams"
"timothy williams","4800122","1999, 2001-2009","tx","Houston H S For Business","Timothy Williams","4226850","2018-2021","pa","York Suburban SD","Timothy Williams"
"tina bennett","614040","2009-2010","ca","Forks Of Salmon Elementary","Tina Bennett","1801920","2018-2024","in","Clarksville Community School Corp","Tina Bennett"
"todd martin","3705040","2013-2022","nc","Yadkin County Schools","Todd Martin","1904380","2014-2017","ia","Baxter Comm School District","Todd Martin"
"todd martin","3705040","2013-2022","nc","Yadkin County Schools","Todd Martin","1925320","2019-2020, 2023-2024","ia","Saydel Comm School District","Todd Martin"
"todd meyer","1914160","2019-2020","ia","Hinton Comm School District","Todd Meyer","3904676","2022-2023","oh","Olentangy Local","Todd R. Meyer"
"todd smith","4809200","2020-2024","tx","Azle Isd","Todd Smith","2925140","2023-2024","mo","Pike Co. R-Iii","Todd Smith"
"todd white","4839210","2020-2024","tx","Santa Anna Isd","Thomas White","2916450","2022","mo","Kearney R-I","TODD WHITE"
"todd wilson","4813890","2015-2020","tx","Chillicothe Isd","Todd Wilson","4025410","2019-2023","ok","Quinton","Todd Wilson"
"tom ward","2915510","2003","mo","Iron Co. C-4","TOM WARD","1908070","2014-2015","ia","Coon Rapids-Bayard Comm School District","Tom Ward"
"tommy turner","4830810","1990-2003","tx","Miller Grove Isd","Tommy Turner","4003660","2019-2024","ok","Battiest","Tommy Turner"
"toni jones","5101290","2011-2015","va","Falls Church ","Dr. Toni Jones","901530","2017-2018","ct","Fairfield School District","dr. toni jones"
"toni jones","5101290","2011-2015","va","Falls Church ","Dr. Toni Jones","901710","2019-2023","ct","Greenwich School District","dr. toni jones"
"tony tipton","3705070","2011-2017","nc","Yancey County Schools","Tony Tipton","4813530","2020-2023","tx","Lumberton Isd","Morrison Tipton"
"tony watlington","3704050","2020","nc","Rowan-Salisbury Schools","Tony Watlington","4218990","2022-2024","pa","Philadelphia City SD","TONY WATLINGTON"
"tonya harris","2900598","2018","mo","Preclarus Mastery Academy","Tonya Harris","4824480","2024","tx","Itasca Isd","Tonya Harris"
"travis graham","2925620","2022-2024","mo","Purdy R-Ii","TRAVIS GRAHAM","4020460","2022","ok","Moss","Travis Graham"
"troy miller","603060","2015-2022","ca","Arcohe Union Elementary","Troy Miller","5510620","2022-2024","wi","New Richmond School District","Troy Miller"
"tucker lillis","3174760","2005-2007","ne","Ogallala Public Schools","TUCKER LILLIS","1919740","2008","ia","Mormon Trail","Tucker Lillis"
"ugur demircan","4800266","2012-2013","tx","Harmony Science Acad (San Antonio)","Ugur Demircan","2900590","2015-2024","mo","Frontier School Of Innovation","Ugur Demircan"
"vanessa jones","639940","2011-2014","ca","Tulelake Basin Joint Unified","Vanessa Jones","3400047","2017","nj","Greater Brunswick Charter School","Vanessa Jones"
"verna ruffin","4702580","2013-2016","tn","Madison County","Verna Ruffin","904830","2018-2023","ct","Waterbury School District","dr. verna ruffin"
"vicki caldwell","3174310","2003-2005","ne","Newcastle Public Schools","VICKI CALDWELL","1923220","2007-2009","ia","Pomeroy-Palmercomm School District","Vicki Caldwell"
"vicki thomas","506120","2009-2013","ar","Fayetteville School District","THOMAS, VICKI","4817040","2016-2022","tx","Diboll Isd","Vicki Thomas"
"vickie cartwright","5511190","2018-2020","wi","Oshkosh Area School District","VICKIE CARTWRIGHT","1200180","2021","fl","Broward","CARTWRIGHT, VICKIE"
"victor white","1700330","2006-2014, 2017-2020","il","Prairieview-Ogden Ccsd 197","VICTOR R WHITE","4816530","2015-2019","tx","Deer Park Isd","Victor White"
"victoria kniewel","3417700","2011-2013","nj","West Windsor-Plainsboro Regional School District","Victoria Kniewel","3610200","2013-2022","ny","Edgemont Ufsd","Dr. Victoria S Kniewel"
"vincent smith","1917250","2006-2008","ia","Lisboncomm School District","Vincent Smith","3413290","2011-2017, 2019-2021","nj","Point Pleasant Borough Board Of Education","Vincent Smith"
"walt davis","4842450","2003-2007","tx","Terrell Isd","Walt Davis","507620","2010-2014","ar","Hector School District","DAVIS, WALT"
"walt davis","4842450","2003-2007","tx","Terrell Isd","Walt Davis","511340","2016-2021","ar","Perryville School District","Davis, Walt"
"walter calinger","3904659","2005-2007","oh","Richmond Heights Local","Walter M. Calinger","4216500","2008-2012","pa","Woodland Hills SD","WALTER CALINGER"
"walter key","4838760","2008-2013","tx","San Augustine Isd","Walter Key","503770","2013-2014","ar","Caddo Hills School District","KEY, WALTER"
"wayne burke","2011850","2015-2018, 2021","ks","Spring Hill","Burke, Wayne Dr.","2925330","2024","mo","Pleasant Hill R-Iii","WAYNE BURKE"
"wayne gallagher","2910320","2013-2017","mo","Sherwood Cass R-Viii","WAYNE GALLAGHER","4103390","2021-2023","or","Coquille SD 8","Wayne Gallagher"
"wayne johnson","3904632","2011","oh","Clermont Northeastern Local","Wayne R. Johnson","5505250","2023","wi","Gillett School District","Wayne Johnson"
